content;tokens;tokens_ready;text;polarity;sentiment
apakah @pertamina sudah dikuasai asing? semoga dengan menaikkan harga BBM bukan agenda menuju kesana;['dikuasai', 'asing', 'semoga', 'menaikkan', 'harga', 'bbm', 'agenda', 'kesana'];['asai', 'asing', 'moga', 'harga', 'bbm', 'agenda', 'kesana'];asai asing moga harga bbm agenda kesana;4;1
@CNNIndonesia Kalau mobil truk tangki pertamina disandera, artinya kan penyaluran bbm jadi terhambat, jadi yang disusahkan juga masyarakat.;['mobil', 'truk', 'tangki', 'disandera', 'penyaluran', 'bbm', 'terhambat', 'disusahkan', 'masyarakat'];['mobil', 'truk', 'tangki', 'sandera', 'salur', 'bbm', 'hambat', 'susah', 'masyarakat'];mobil truk tangki sandera salur bbm hambat susah masyarakat;-6;0
@tvOneNews JANGAN HANYA BAKAR BAN HARUSNYA BAKAR KANTOR PERTAMINA BUNUH MENTERI BUMN DAN MENKEU;['bakar', 'ban', 'bakar', 'kantor', 'bunuh', 'menteri', 'bumn', 'menkeu'];['bakar', 'ban', 'bakar', 'kantor', 'bunuh', 'menteri', 'bumn', 'menkeu'];bakar ban bakar kantor bunuh menteri bumn menkeu;-3;0
@aindraku Manfaat Ahok di Pertamina apa yaa terusnya ?;['manfaat', 'ahok', 'yaa', 'terusnya'];['manfaat', 'ahok', 'yaa'];manfaat ahok yaa;5;1
Technically yg dijual Vivo itu RON89, memang sewajarnya lebih murah dari pertalite. Lah ngapain kok nyuruh Vivo nyesuaikan harga?  Kalo RON89 jual nya beda tipis ya mana ada or mau beli, ruginlah Vivo. Mmg pertamina mental monopoli mana bisa bersaing scr kompetitif.;['technically', 'dijual', 'ron', 'sewajarnya', 'murah', 'pertalite', 'nyuruh', 'nyesuaikan', 'harga', 'ron', 'jual', 'nya', 'beda', 'tipis', 'beli', 'ruginlah', 'mmg', 'mental', 'monopoli', 'bersaing', 'scr', 'kompetitif'];['technically', 'jual', 'ron', 'wajar', 'murah', 'pertalite', 'nyuruh', 'nyesuaikan', 'harga', 'ron', 'jual', 'nya', 'beda', 'tipis', 'beli', 'ruginlah', 'mmg', 'mental', 'monopoli', 'saing', 'scr', 'kompetitif'];technically jual ron wajar murah pertalite nyuruh nyesuaikan harga ron jual nya beda tipis beli ruginlah mmg mental monopoli saing scr kompetitif;11;1
Seperti siang dan malam,  Belum apa-apa, Pertamina udah kelindas Petronas. https://t.co/j9Q8kyMjQe;['siang', 'malam', 'kelindas', 'petronas'];['siang', 'malam', 'lindas', 'petronas'];siang malam lindas petronas;-1;0
Baru tau ada spbu selain Pertamina😂😂😂;['tau', 'spbu'];['tau', 'spbu'];tau spbu;-4;0
@bayusabdahedap @eradotid sementara itu, keluarga 7 turunan anak-anak perusahaan pertamina tidak makan dan menjadi gembel di jalan-jalan;['keluarga', 'turunan', 'anak', 'anak', 'perusahaan', 'makan', 'gembel', 'jalan', 'jalan'];['keluarga', 'turun', 'anak', 'anak', 'usaha', 'makan', 'gembel', 'jalan', 'jalan'];keluarga turun anak anak usaha makan gembel jalan jalan;-4;0
@Simpangmenoleh @samsonsamsudin @ibnDaws @MarahIchsan @aindraku @jokowi Yg dijual Vevo beda RON dgn punya Pertamina. Revvo 89 RON 89, sedangkan Pertalite RON 90. RON dibawah 90 sebenarnya sudah sangat jarang, tp lucunya Vevo masih diperbolehkan menjual bensin dgn RON segitu. Sekedar informasi RON 88 (premium) telah diganti dgn RON 90 (pertalite).;['dijual', 'vevo', 'beda', 'ron', 'revvo', 'ron', 'pertalite', 'ron', 'ron', 'dibawah', 'jarang', 'lucunya', 'vevo', 'diperbolehkan', 'menjual', 'bensin', 'ron', 'segitu', 'sekedar', 'informasi', 'ron', 'premium', 'diganti', 'ron', 'pertalite'];['jual', 'vevo', 'beda', 'ron', 'revvo', 'ron', 'pertalite', 'ron', 'ron', 'jarang', 'lucu', 'vevo', 'jual', 'bensin', 'ron', 'segitu', 'dar', 'informasi', 'ron', 'premium', 'ganti', 'ron', 'pertalite'];jual vevo beda ron revvo ron pertalite ron ron jarang lucu vevo jual bensin ron segitu dar informasi ron premium ganti ron pertalite;7;1
Vivo bisa jualan murah gapake subsidi pemerintah. Pertamina jual mahal tp disubsidi https://t.co/XhE8ZS0xbS;['jualan', 'murah', 'gapake', 'subsidi', 'pemerintah', 'jual', 'mahal', 'disubsidi'];['jual', 'murah', 'gapake', 'subsidi', 'perintah', 'jual', 'mahal', 'subsidi'];jual murah gapake subsidi perintah jual mahal subsidi;3;1
halo teman aff aku baru bikin komunitas affiliate nih, gabung yuk dan bantu ramein😇 Tag// #shopeeaffiliate #tokopediaaffiliate #zonajajan #zonauangᅠ #zonaBU Besok Senin, Pertamina  https://t.co/3FAHoQpRqT;['halo', 'teman', 'aff', 'komunitas', 'bergabung', 'nih', 'gabung', 'yuk', 'bantu', 'rame', 'tag', 'shopeeaffiliate', 'tokopediaaffiliate', 'zonajajan', 'zonauang', 'zonabu', 'besok', 'senin'];['halo', 'teman', 'aff', 'komunitas', 'gabung', 'nih', 'gabung', 'yuk', 'bantu', 'rame', 'tag', 'shopeeaffiliate', 'tokopediaaffiliate', 'zonajajan', 'zonauang', 'zonabu', 'besok', 'senin'];halo teman aff komunitas gabung nih gabung yuk bantu rame tag shopeeaffiliate tokopediaaffiliate zonajajan zonauang zonabu besok senin;2;1
@RadioElshinta ntar juga ditegor pemerintah  harga tidak boleh dibawah harga pertamina ;['ntar', 'ditegor', 'pemerintah', 'harga', 'dibawah', 'harga'];['ntar', 'ditegor', 'perintah', 'harga', 'harga'];ntar ditegor perintah harga harga;6;1
@andhika_GMP @BisKota_ Lah ngapain dilindungi? Harusnya pertamina bersiasat gmn caranya supaya laku daganganya, lagian revo jg berapa % kuasai pasar bbm ini? Apa di daerah2 jg ada revo?? 😂;['dilindungi', 'bersiasat', 'gmn', 'laku', 'daganganya', 'revo', 'kuasai', 'pasar', 'bbm', 'daerah', 'revo'];['lindung', 'siasat', 'gmn', 'laku', 'daganganya', 'revo', 'kuasa', 'pasar', 'bbm', 'daerah', 'revo'];lindung siasat gmn laku daganganya revo kuasa pasar bbm daerah revo;7;1
@txtdaritng kalau gk gitu nanti gk beli ke pertamina yg rugi, kasian negara ntar gk bisa buat kampanye;['gitu', 'beli', 'rugi', 'kasian', 'negara', 'ntar', 'kampanye'];['gitu', 'beli', 'rugi', 'kasi', 'negara', 'ntar', 'kampanye'];gitu beli rugi kasi negara ntar kampanye;-3;0
@eradotid Gini nih pertamina kebiasaan di manjain pemerintah, ga mau bersaing;['nih', 'kebiasaan', 'manja', 'pemerintah', 'bersaing'];['nih', 'manja', 'perintah', 'saing'];nih manja perintah saing;5;1
@AnthonyBudiawan Bonus dan gaji direksi komisaris pertamina kagak mau diturunkan aja ya? Biat g rugi pertamina?;['bonus', 'gaji', 'direksi', 'komisaris', 'kagak', 'diturunkan', 'biat', 'rugi'];['bonus', 'gaji', 'direksi', 'komisaris', 'kagak', 'turun', 'biat', 'rugi'];bonus gaji direksi komisaris kagak turun biat rugi;-6;0
@KondoAnis @Dennysiregar7 Kemarin pertamina rugi kadrun ribut,,sekarang harga bbm di naikan biar pertamina gak rugi kadrun malah tambah ribut Kalo nyinyir yg konsisten dong drun 😂;['kemarin', 'rugi', 'kadrun', 'ribut', 'harga', 'bbm', 'naikan', 'biar', 'rugi', 'kadrun', 'ribut', 'nyinyir', 'konsisten', 'drun'];['kemarin', 'rugi', 'kadrun', 'ribut', 'harga', 'bbm', 'biar', 'rugi', 'kadrun', 'ribut', 'nyinyir', 'konsisten', 'drun'];kemarin rugi kadrun ribut harga bbm biar rugi kadrun ribut nyinyir konsisten drun;-2;0
@Been4Q59 Biarpun dipaksa naik, sy tetap beli di Vivo. biarpun beli di pertamina bolak balik tetep aja pertamina rugi. emang salah urus!;['biarpun', 'dipaksa', 'beli', 'biarpun', 'beli', 'bolak', 'rugi', 'salah', 'urus'];['biarpun', 'paksa', 'beli', 'biarpun', 'beli', 'bolak', 'rugi', 'salah', 'urus'];biarpun paksa beli biarpun beli bolak rugi salah urus;-15;0
SPBU Vivo biarin aja seh jual ron 89 seharga 8900,kan pemerintah enak kalau Vivo rugi mah pada balik lagi ke Pertamina,trus ne ya bukannya jadi berkurang juga beban Subsidi pertamina kalau pada beli di ViVo..?. . .ayo gimana?;['spbu', 'biar', 'seh', 'jual', 'ron', 'seharga', 'pemerintah', 'enak', 'rugi', 'mah', 'berkurang', 'beban', 'subsidi', 'beli', 'ayo', 'gimana'];['spbu', 'biar', 'seh', 'jual', 'ron', 'harga', 'perintah', 'enak', 'rugi', 'mah', 'beban', 'subsidi', 'beli', 'ayo', 'gimana'];spbu biar seh jual ron harga perintah enak rugi mah beban subsidi beli ayo gimana;6;1
Diborong @pertamina  nihh pasti https://t.co/Hxg9DR2Q4I;['diborong', 'nihh'];['borong', 'nihh'];borong nihh;-1;0
@AnthonyBudiawan Harusnya nggak perlu ada peraturan tentang pengaturan harga sih. Toh SPBU swasta ini juga nggak bakal bisa buka cabang di pulau2 terpencil/ daerah pelosok dengan harga yg lebih murah dari Pertamina. Itu harga murah dibiarin juga nanti lama2 dinaikin sendiri kalo demandnya over.;['peraturan', 'pengaturan', 'harga', 'sih', 'spbu', 'swasta', 'buka', 'cabang', 'pulau', 'terpencil', 'daerah', 'pelosok', 'harga', 'murah', 'harga', 'murah', 'biar', 'demandnya'];['atur', 'atur', 'harga', 'sih', 'spbu', 'swasta', 'buka', 'cabang', 'pulau', 'pencil', 'daerah', 'pelosok', 'harga', 'murah', 'harga', 'murah', 'biar', 'demandnya'];atur atur harga sih spbu swasta buka cabang pulau pencil daerah pelosok harga murah harga murah biar demandnya;24;1
SPBU Swasta menjual non subsidi sesuai harga pasar SPBU Pertamina menjual BBM sesuai kebijakan pemerintah (Kepmen ESDM No. 62 Tahun 2020) Tunggu saja @KementerianESDM akan mendapatkan class action dari pengusaha SPBU Swasta https://t.co/cJ91NHz0sc;['spbu', 'swasta', 'menjual', 'non', 'subsidi', 'sesuai', 'harga', 'pasar', 'spbu', 'menjual', 'bbm', 'sesuai', 'kebijakan', 'pemerintah', 'kepmen', 'esdm', 'tunggu', 'class', 'action', 'pengusaha', 'spbu', 'swasta'];['spbu', 'swasta', 'jual', 'non', 'subsidi', 'sesuai', 'harga', 'pasar', 'spbu', 'jual', 'bbm', 'sesuai', 'bijak', 'perintah', 'kepmen', 'esdm', 'tunggu', 'class', 'action', 'usaha', 'spbu', 'swasta'];spbu swasta jual non subsidi sesuai harga pasar spbu jual bbm sesuai bijak perintah kepmen esdm tunggu class action usaha spbu swasta;16;1
@Hilmi28 @BenaTora Dulu Petronas belajar dari Pertamina Sekarang pertamina masih tekor, Petronas sudah mendunia;['petronas', 'belajar', 'tekor', 'petronas', 'mendunia'];['petronas', 'ajar', 'tekor', 'petronas', 'dunia'];petronas ajar tekor petronas dunia;2;1
@hanggara_aji @pertamina OPPO ron 90 lebih murah gan;['oppo', 'ron', 'murah', 'gan'];['oppo', 'ron', 'murah', 'gan'];oppo ron murah gan;3;1
Pengen tau struktur cost buat bikin pertalite berapaan sih? Perasaan dulu premium sudah di hapus. Berapa contribution margin yang diberikan dari pertalite sehingga pertamina merugi;['tau', 'struktur', 'cost', 'pertalite', 'berapaan', 'sih', 'perasaan', 'premium', 'hapus', 'contribution', 'margin', 'pertalite', 'merugi'];['tau', 'struktur', 'cost', 'pertalite', 'sih', 'asa', 'premium', 'hapus', 'contribution', 'margin', 'pertalite', 'rugi'];tau struktur cost pertalite sih asa premium hapus contribution margin pertalite rugi;-4;0
@ekowboy2 HANCURKAN BUMN  HANCURKAN KANTOR PERTAMINA. BUMN ADALAH PERUSAHAAN PENGHASIL UANG UTK NEGARA. BUBARKAN NKRI DAN SEGERA BENTUK NEGARA BARU. GANTUNG MATI SELURUH PELAKU KORUPSI NISCAYA NUSANTARA AKAN KEMBALI BERJAYA SEPERTI DULU KALA.;['hancurkan', 'bumn', 'hancurkan', 'kantor', 'bumn', 'perusahaan', 'penghasil', 'uang', 'negara', 'bubarkan', 'nkri', 'bentuk', 'negara', 'gantung', 'mati', 'pelaku', 'korupsi', 'niscaya', 'nusantara', 'berjaya'];['hancur', 'bumn', 'hancur', 'kantor', 'bumn', 'usaha', 'hasil', 'uang', 'negara', 'bubar', 'nkri', 'bentuk', 'negara', 'gantung', 'mati', 'laku', 'korupsi', 'niscaya', 'nusantara', 'jaya'];hancur bumn hancur kantor bumn usaha hasil uang negara bubar nkri bentuk negara gantung mati laku korupsi niscaya nusantara jaya;9;1
@ManWhoKillObama @tempodotco Percuma saja... jelas ada intervensi harganya harus jauh diatas pertamina;['intervensi', 'harganya', 'diatas'];['intervensi', 'harga'];intervensi harga;3;1
Perbandingan Harga BBM Pertamina, Vivo, dan Shell, Ternyata Ada yang Lebih Murah dari Pertalite https://t.co/OsL5XNAeha  #harga #bbm #bensin #pertalite #pertamina #pertamax #vivo #shell #subsidi #indonesia #nasional #prmn #pikiranrakyat #prmnsahabatumkm;['perbandingan', 'harga', 'bbm', 'shell', 'murah', 'pertalite', 'harga', 'bbm', 'bensin', 'pertalite', 'pertamax', 'shell', 'subsidi', 'indonesia', 'nasional', 'prmn', 'pikiranrakyat', 'prmnsahabatumkm'];['banding', 'harga', 'bbm', 'shell', 'murah', 'pertalite', 'harga', 'bbm', 'bensin', 'pertalite', 'pertamax', 'shell', 'subsidi', 'indonesia', 'nasional', 'prmn', 'pikiranrakyat', 'prmnsahabatumkm'];banding harga bbm shell murah pertalite harga bbm bensin pertalite pertamax shell subsidi indonesia nasional prmn pikiranrakyat prmnsahabatumkm;12;1
Pengusaha Angkutan Umum Hadapi Dilema Kenaikan Tarif https://t.co/hpY9q8neOK #bbmnaik #pertamina #TarifKhusus;['pengusaha', 'angkutan', 'hadapi', 'dilema', 'kenaikan', 'tarif', 'bbmnaik', 'tarifkhusus'];['usaha', 'angkut', 'hadap', 'dilema', 'tarif', 'bbmnaik', 'tarifkhusus'];usaha angkut hadap dilema tarif bbmnaik tarifkhusus;-1;0
@Whizkaz_22 @jokowi @DPR_RI @kemenhub151 @pertamina setuju banget brother . .✌️;['setuju', 'banget', 'brother'];['tuju', 'banget', 'brother'];tuju banget brother;4;1
@presidenmerdeka @mihrabku @pertamina Ya kan hasil tilep nya ga naik k atas,sdh d bagi2 dr mulai staff bawah k menengah.. Ya pantes klo rugi terus krna yg nilep yg org2nya mreka sndiri🙂;['hasil', 'tilep', 'nya', 'staff', 'menengah', 'pantes', 'rugi', 'krna', 'nilep', 'orang', 'nya', 'mreka', 'sndiri'];['hasil', 'tilep', 'nya', 'staff', 'pantes', 'rugi', 'krna', 'nilep', 'orang', 'nya', 'mreka', 'sndiri'];hasil tilep nya staff pantes rugi krna nilep orang nya mreka sndiri;-1;0
Parfum ⭐ 4.7 Terjual 46,5RB  link: https://t.co/jfbW8N2n11 ⭐ 4.8 Terjual 116,8RB link: https://t.co/FlzKDswZHB ⭐ 4.9 Terjual 26,5RB link: https://t.co/lXO7iBtp9E ⭐ 5.0 Terjual 10RB+  link: https://t.co/7z4yqECMuo tag: #bigmouthep12 arsenal dado #1000daysun1ty pertamina https://t.co/O3L1H1D6or;['parfum', 'terjual', 'link', 'terjual', 'link', 'terjual', 'link', 'terjual', 'link', 'tag', 'bigmouthep', 'arsenal', 'dado', 'daysun'];['parfum', 'jual', 'link', 'jual', 'link', 'jual', 'link', 'jual', 'link', 'tag', 'bigmouthep', 'arsenal', 'dado', 'daysun'];parfum jual link jual link jual link jual link tag bigmouthep arsenal dado daysun;4;1
@AnthonyBudiawan @panca66 Tentunya komisaris pertamina dpt persenan dari gonjang ganjing ini. Minimal dpt bonus;['komisaris', 'persenan', 'gonjang', 'ganjing', 'minimal', 'bonus'];['komisaris', 'persen', 'gonjang', 'ganjing', 'minimal', 'bonus'];komisaris persen gonjang ganjing minimal bonus;3;1
Petronas memang luar biasa, dimanage oleh Profesional yang berkelas. Pertamina badan gede tapi ayam sayur di bisnis perminyakan karena dikelola para politisi pengemis, influencer busuk dan relawan cari makan gratis. https://t.co/g2NokoF2Nj;['petronas', 'dimanage', 'profesional', 'berkelas', 'badan', 'ayam', 'sayur', 'bisnis', 'perminyakan', 'dikelola', 'politisi', 'pengemis', 'influencer', 'busuk', 'relawan', 'cari', 'makan', 'gratis'];['petronas', 'dimanage', 'profesional', 'kelas', 'badan', 'ayam', 'sayur', 'bisnis', 'minyak', 'kelola', 'politis', 'emis', 'influencer', 'busuk', 'rawan', 'cari', 'makan', 'gratis'];petronas dimanage profesional kelas badan ayam sayur bisnis minyak kelola politis emis influencer busuk rawan cari makan gratis;-11;0
Cekizen! BNI Pertamina Gold adalah salah satu produk co-brand BNI dengan Pertamina. Berikut review BNI Pertamina Gold selengkapnya! https://t.co/DrtGO2pRKM #cekaja #tokofinansial #bnipertamina #bni #pertamina #gold;['cekizen', 'bni', 'gold', 'salah', 'produk', 'brand', 'bni', 'review', 'bni', 'gold', 'selengkapnya', 'cekaja', 'tokofinansial', 'bnipertamina', 'bni', 'gold'];['cekizen', 'bni', 'gold', 'salah', 'produk', 'brand', 'bni', 'review', 'bni', 'gold', 'lengkap', 'cekaja', 'tokofinansial', 'bnipertamina', 'bni', 'gold'];cekizen bni gold salah produk brand bni review bni gold lengkap cekaja tokofinansial bnipertamina bni gold;1;1
tenang saja hey rezim, monopoli pertamina masih kuat bahkan dengan adanya RON 89 milik pesaing;['tenang', 'hey', 'rezim', 'monopoli', 'kuat', 'ron', 'milik', 'pesaing'];['tenang', 'hey', 'rezim', 'monopoli', 'kuat', 'ron', 'milik', 'saing'];tenang hey rezim monopoli kuat ron milik saing;11;1
@detikcom Ending boikot pertamina, biar kata shell lebih mahal tapi kualitas di atas pertamina wkw;['ending', 'boikot', 'biar', 'shell', 'mahal', 'kualitas', 'wkw'];['ending', 'boikot', 'biar', 'shell', 'mahal', 'kualitas', 'wkw'];ending boikot biar shell mahal kualitas wkw;6;1
Di Pulau Wetar tidak ada jaringan distribusi BBM di bawah kendali Pertamina. Tidak berlaku BBM satu harga. #Ekonomi #AdadiKompas https://t.co/NJ9fOKUARk;['pulau', 'wetar', 'jaringan', 'distribusi', 'bbm', 'kendali', 'berlaku', 'bbm', 'harga', 'ekonomi', 'adadikompas'];['pulau', 'wetar', 'jaring', 'distribusi', 'bbm', 'kendali', 'laku', 'bbm', 'harga', 'ekonomi', 'adadikompas'];pulau wetar jaring distribusi bbm kendali laku bbm harga ekonomi adadikompas;9;1
@AnthonyBudiawan Gak mau pertamina kehilangan pelanggan iya prof wkwkwkwk;['kehilangan', 'pelanggan', 'iya', 'prof', 'wkwkwkwk'];['hilang', 'langgan', 'iya', 'prof', 'wkwkwkwk'];hilang langgan iya prof wkwkwkwk;5;1
@eradotid Lha kok pertamina jadi monopoli?;['lha', 'monopoli'];['lha', 'monopoli'];lha monopoli;3;1
@AnthonyBudiawan Swasta jual harga bersaing, yg merugi trilyunan tetap Pertamina. Ente kadang kadang mikirnye kejauhan 🤣;['swasta', 'jual', 'harga', 'bersaing', 'merugi', 'trilyunan', 'ente', 'kadang', 'kadang', 'mikirnye', 'kejauhan'];['swasta', 'jual', 'harga', 'saing', 'rugi', 'trilyunan', 'ente', 'kadang', 'kadang', 'mikirnye'];swasta jual harga saing rugi trilyunan ente kadang kadang mikirnye;5;1
Bisa gitu ya. Pertamina yg ga bisa jualan murah kok pesaingnya yg disuruh naikin harga 😆 https://t.co/pffibeVI0v;['gitu', 'jualan', 'murah', 'pesaingnya', 'disuruh', 'harga'];['gitu', 'jual', 'murah', 'saing', 'suruh', 'harga'];gitu jual murah saing suruh harga;2;1
Jelang Kenaikan BBM, Sejumlah Personil Polsek Dan Koramil 0302 Warunggunung Berjaga di SPBU Pertamina Cibuah https://t.co/1IbPCgjHMg;['jelang', 'kenaikan', 'bbm', 'personil', 'polsek', 'koramil', 'warunggunung', 'berjaga', 'spbu', 'cibuah'];['jelang', 'bbm', 'personil', 'polsek', 'koramil', 'warunggunung', 'jaga', 'spbu', 'cibuah'];jelang bbm personil polsek koramil warunggunung jaga spbu cibuah;5;1
@CNNIndonesia Pertamina.?? Data.?? Polri.?? Hahahhaa .haha;['data', 'polri', 'hahahhaa', 'haha'];['data', 'polri', 'hahahhaa', 'haha'];data polri hahahhaa haha;-3;0
@Megatop99 @jokowi @pertamina Perhitungkan dengan pendapatan kenaikan bbm diikuti kenaikan kebutuhan pokok sedangkan penghasilan cenderung ga meningkat. Dan kenaikan bbm saat ini dilakukan pada saat harga minyak dunia mulai menurun.;['perhitungkan', 'pendapatan', 'kenaikan', 'bbm', 'diikuti', 'kenaikan', 'kebutuhan', 'pokok', 'penghasilan', 'cenderung', 'meningkat', 'kenaikan', 'bbm', 'harga', 'minyak', 'dunia', 'menurun'];['hitung', 'bbm', 'butuh', 'pokok', 'hasil', 'cenderung', 'tingkat', 'bbm', 'harga', 'minyak', 'dunia', 'turun'];hitung bbm butuh pokok hasil cenderung tingkat bbm harga minyak dunia turun;6;1
@CNNIndonesia Ingat ya adick-adick, Pertamina itu BUMN fungsinya cuman pelaksana kebijakan, ga ada hubungannya sama kenaikan BBM, Kalo mau ada drama sandera, sandera lah orang yg buat kebijakan atau penyampai aspirasi kalian ke pembuat kebijakan, nah sampaikanlah disitu;['adick', 'adick', 'bumn', 'fungsinya', 'cuman', 'pelaksana', 'kebijakan', 'hubungannya', 'kenaikan', 'bbm', 'drama', 'sandera', 'sandera', 'orang', 'kebijakan', 'penyampai', 'aspirasi', 'pembuat', 'kebijakan', 'sampaikanlah', 'disitu'];['adick', 'adick', 'bumn', 'fungsi', 'cuman', 'laksana', 'bijak', 'hubung', 'bbm', 'drama', 'sandera', 'sandera', 'orang', 'bijak', 'aspirasi', 'bijak', 'situ'];adick adick bumn fungsi cuman laksana bijak hubung bbm drama sandera sandera orang bijak aspirasi bijak situ;6;1
Bahahaha mau ketawa tapi pertamina 💁 https://t.co/DTpkBeyKyE;['bahahaha', 'ketawa'];['bahahaha', 'ketawa'];bahahaha ketawa;4;1
@mfatahilahakbar Hahahaha ga gitu juga. Sepemahaman awam gw, itu konsekuensi Indo sebagai net importir minyak sehingga ketika membelinya dari produsen luar, mereka akan mengacu pada harga global. Kalo terkait subsidi dan dampaknya ke pertamina, gw juga ga begitu paham😂;['hahahaha', 'gitu', 'sepemahaman', 'awam', 'konsekuensi', 'indo', 'net', 'importir', 'minyak', 'membelinya', 'produsen', 'mengacu', 'harga', 'global', 'terkait', 'subsidi', 'dampaknya', 'paham'];['hahahaha', 'gitu', 'paham', 'awam', 'konsekuensi', 'indo', 'net', 'importir', 'minyak', 'bel', 'produsen', 'acu', 'harga', 'global', 'kait', 'subsidi', 'dampak', 'paham'];hahahaha gitu paham awam konsekuensi indo net importir minyak bel produsen acu harga global kait subsidi dampak paham;-9;0
@aris74817082 Setujuuuuuu,anggota DPR dikurangi,gajinya 10 x PNS tdk ada gaji lainnya ,dan kalo perlu SPBU swasta yg membeli sendiri minyak dr luar,atau mengolah sendiri di perbanyak kalo subsidi  bembani negara biar bersaing harga dgn SPBU yg mengambil minyak dr pertamina😁😁😁😁;['setujuuuuuu', 'anggota', 'dpr', 'dikurangi', 'gajinya', 'pns', 'gaji', 'spbu', 'swasta', 'membeli', 'minyak', 'mengolah', 'perbanyak', 'subsidi', 'bembani', 'negara', 'biar', 'bersaing', 'harga', 'spbu', 'mengambil', 'minyak'];['setujuuuuuu', 'anggota', 'dpr', 'rang', 'gaji', 'pns', 'gaji', 'spbu', 'swasta', 'beli', 'minyak', 'olah', 'subsidi', 'bemban', 'negara', 'biar', 'saing', 'harga', 'spbu', 'ambil', 'minyak'];setujuuuuuu anggota dpr rang gaji pns gaji spbu swasta beli minyak olah subsidi bemban negara biar saing harga spbu ambil minyak;-5;0
